Code,Borough,Year,Offences,Rate,Number_of_offences
E09000019,Islington,2010-11,All recorded offences,140.3,"28,076"
E09000020,Kensington and Chelsea,2010-11,All recorded offences,132,"21,181"
E09000021,Kingston upon Thames,2010-11,All recorded offences,70.3,"11,150"
E09000022,Lambeth,2010-11,All recorded offences,119.8,"35,672"
E09000023,Lewisham,2010-11,All recorded offences,105.9,"28,874"
E09000024,Merton,2010-11,All recorded offences,73.9,"14,721"
E09000025,Newham,2010-11,All recorded offences,114.9,"34,361"
E09000026,Redbridge,2010-11,All recorded offences,89.1,"24,519"
E09000027,Richmond upon Thames,2010-11,All recorded offences,63,"11,734"
E09000028,Southwark,2010-11,All recorded offences,127.7,"36,252"
E09000029,Sutton,2010-11,All recorded offences,65.5,"12,408"
E09000030,Tower Hamlets,2010-11,All recorded offences,115.3,"28,652"
E09000031,Waltham Forest,2010-11,All recorded offences,108.4,"27,539"
E09000032,Wandsworth,2010-11,All recorded offences,81.7,"24,723"
E09000033,Westminster,2010-11,All recorded offences,294.7,"63,996"
#N/A,Heathrow,2010-11,All recorded offences,n/a,"2,950"
E13000001,Inner London,2010-11,All recorded offences,129.8,"412,747"
E13000002,Outer London,2010-11,All recorded offences,83.4,"407,264"
E12000007,Met Police Area,2010-11,All recorded offences,102.1,"822,961"
727,England and Wales,2010-11,All recorded offences,74.5,"4,150,915"
E09000002,Barking and Dagenham,2011-12,All recorded offences,100.7,"18,825"
E09000003,Barnet,2011-12,All recorded offences,73.5,"26,281"
E09000004,Bexley,2011-12,All recorded offences,52.3,"12,168"
E09000005,Brent,2011-12,All recorded offences,101.2,"31,592"
E09000006,Bromley,2011-12,All recorded offences,70.5,"21,903"
E09000007,Camden,2011-12,All recorded offences,162.7,"35,799"
E09000008,Croydon,2011-12,All recorded offences,89.8,"32,775"
E09000009,Ealing,2011-12,All recorded offences,96,"32,575"
E09000010,Enfield,2011-12,All recorded offences,73,"22,928"
E09000011,Greenwich,2011-12,All recorded offences,87.7,"22,415"
E09000012,Hackney,2011-12,All recorded offences,112.9,"27,902"
E09000013,Hammersmith and Fulham,2011-12,All recorded offences,128.4,"23,426"
E09000014,Haringey,2011-12,All recorded offences,101.4,"25,911"
E09000015,Harrow,2011-12,All recorded offences,58.9,"14,169"
E09000016,Havering,2011-12,All recorded offences,72.7,"17,302"
E09000017,Hillingdon,2011-12,All recorded offences,86.9,"23,937"
E09000018,Hounslow,2011-12,All recorded offences,97.2,"24,768"
E09000019,Islington,2011-12,All recorded offences,131,"27,025"
E09000020,Kensington and Chelsea,2011-12,All recorded offences,131.2,"20,766"
E09000021,Kingston upon Thames,2011-12,All recorded offences,70,"11,232"
E09000022,Lambeth,2011-12,All recorded offences,121.5,"36,993"
E09000023,Lewisham,2011-12,All recorded offences,98.1,"27,172"
E09000024,Merton,2011-12,All recorded offences,70.6,"14,157"
E09000025,Newham,2011-12,All recorded offences,103.1,"32,011"
E09000026,Redbridge,2011-12,All recorded offences,86.2,"24,257"
E09000027,Richmond upon Thames,2011-12,All recorded offences,64.1,"12,012"
E09000028,Southwark,2011-12,All recorded offences,119.4,"34,475"
E09000029,Sutton,2011-12,All recorded offences,61.4,"11,736"
E09000030,Tower Hamlets,2011-12,All recorded offences,115,"29,452"
E09000031,Waltham Forest,2011-12,All recorded offences,95.8,"24,876"
E09000032,Wandsworth,2011-12,All recorded offences,79.3,"24,392"
E09000033,Westminster,2011-12,All recorded offences,302,"66,315"
#N/A,Heathrow,2011-12,All recorded offences,n/a,"3,079"
E13000001,Inner London,2011-12,All recorded offences,127,"411,639"
E13000002,Outer London,2011-12,All recorded offences,80.6,"399,908"
E12000007,Met Police Area,2011-12,All recorded offences,99.3,"814,626"
727,England and Wales,2011-12,All recorded offences,70.8,"3,976,312"
E09000002,Barking and Dagenham,2012-13,All recorded offences,90.5,"17,240"
E09000003,Barnet,2012-13,All recorded offences,69.7,"25,364"
E09000004,Bexley,2012-13,All recorded offences,52.7,"12,335"
E09000005,Brent,2012-13,All recorded offences,86.6,"27,260"
E09000006,Bromley,2012-13,All recorded offences,64.5,"20,248"
E09000007,Camden,2012-13,All recorded offences,146,"32,840"
E09000008,Croydon,2012-13,All recorded offences,84.3,"31,109"
E09000009,Ealing,2012-13,All recorded offences,88.1,"30,003"
E09000010,Enfield,2012-13,All recorded offences,71,"22,521"
E09000011,Greenwich,2012-13,All recorded offences,81.2,"21,110"
E09000012,Hackney,2012-13,All recorded offences,110.3,"27,804"
E09000013,Hammersmith and Fulham,2012-13,All recorded offences,121.1,"21,782"
E09000014,Haringey,2012-13,All recorded offences,90.3,"23,377"
E09000015,Harrow,2012-13,All recorded offences,55.5,"13,463"
E09000016,Havering,2012-13,All recorded offences,68.7,"16,458"
E09000017,Hillingdon,2012-13,All recorded offences,73.2,"20,636"
E09000018,Hounslow,2012-13,All recorded offences,86.9,"22,509"
E09000019,Islington,2012-13,All recorded offences,132,"27,865"
E09000020,Kensington and Chelsea,2012-13,All recorded offences,133.6,"20,839"
E09000021,Kingston upon Thames,2012-13,All recorded offences,62.2,"10,198"
E09000022,Lambeth,2012-13,All recorded offences,112.5,"34,912"
E09000023,Lewisham,2012-13,All recorded offences,87.8,"24,727"
E09000024,Merton,2012-13,All recorded offences,66.1,"13,376"
E09000025,Newham,2012-13,All recorded offences,101,"31,716"
E09000026,Redbridge,2012-13,All recorded offences,78.8,"22,419"
E09000027,Richmond upon Thames,2012-13,All recorded offences,62.4,"11,803"
E09000028,Southwark,2012-13,All recorded offences,111.6,"32,747"
E09000029,Sutton,2012-13,All recorded offences,57.8,"11,188"
E09000030,Tower Hamlets,2012-13,All recorded offences,110.6,"29,082"
E09000031,Waltham Forest,2012-13,All recorded offences,93.2,"24,478"
E09000032,Wandsworth,2012-13,All recorded offences,82.5,"25,445"
E09000033,Westminster,2012-13,All recorded offences,277,"62,014"
#N/A,Heathrow,2012-13,All recorded offences,n/a,"2,698"
E13000001,Inner London,2012-13,All recorded offences,120.3,"395,150"
E13000002,Outer London,2012-13,All recorded offences,74.4,"373,718"
E12000007,Met Police Area,2012-13,All recorded offences,92.9,"771,566"
727,England and Wales,2012-13,All recorded offences,66,"3,731,338"
E09000002,Barking and Dagenham,2013-14,All recorded offences,82.9,"16,104"
E09000003,Barnet,2013-14,All recorded offences,61.6,"22,724"
E09000004,Bexley,2013-14,All recorded offences,50,"11,837"
E09000005,Brent,2013-14,All recorded offences,77.1,"24,476"
E09000006,Bromley,2013-14,All recorded offences,61.2,"19,445"
E09000007,Camden,2013-14,All recorded offences,124.7,"28,646"
E09000008,Croydon,2013-14,All recorded offences,75.7,"28,202"
E09000009,Ealing,2013-14,All recorded offences,75.6,"25,886"
E09000010,Enfield,2013-14,All recorded offences,70.6,"22,631"
E09000011,Greenwich,2013-14,All recorded offences,74.4,"19,630"
E09000012,Hackney,2013-14,All recorded offences,101.1,"26,031"
E09000013,Hammersmith and Fulham,2013-14,All recorded offences,106.2,"18,985"
E09000014,Haringey,2013-14,All recorded offences,83.8,"22,074"
E09000015,Harrow,2013-14,All recorded offences,50.3,"12,236"
E09000016,Havering,2013-14,All recorded offences,62.5,"15,127"
E09000017,Hillingdon,2013-14,All recorded offences,67.2,"19,268"
E09000018,Hounslow,2013-14,All recorded offences,75,"19,668"
E09000019,Islington,2013-14,All recorded offences,114.1,"24,603"
E09000020,Kensington and Chelsea,2013-14,All recorded offences,115.5,"17,975"
E09000021,Kingston upon Thames,2013-14,All recorded offences,55.7,"9,288"
E09000022,Lambeth,2013-14,All recorded offences,104.8,"32,923"
E09000023,Lewisham,2013-14,All recorded offences,78,"22,327"
E09000024,Merton,2013-14,All recorded offences,57.1,"11,596"
E09000025,Newham,2013-14,All recorded offences,91,"28,950"
E09000026,Redbridge,2013-14,All recorded offences,69.5,"20,044"
E09000027,Richmond upon Thames,2013-14,All recorded offences,55,"10,518"
E09000028,Southwark,2013-14,All recorded offences,104.5,"31,195"
E09000029,Sutton,2013-14,All recorded offences,53.1,"10,401"
E09000030,Tower Hamlets,2013-14,All recorded offences,99.5,"27,139"
E09000031,Waltham Forest,2013-14,All recorded offences,83.1,"22,097"
E09000032,Wandsworth,2013-14,All recorded offences,71.6,"22,241"
E09000033,Westminster,2013-14,All recorded offences,238.3,"54,054"
#N/A,Heathrow,2013-14,All recorded offences,n/a,"2,484"
E13000001,Inner London,2013-14,All recorded offences,107.1,"357,143"
E13000002,Outer London,2013-14,All recorded offences,67.1,"341,178"
E12000007,Met Police Area,2013-14,All recorded offences,83.3,"700,805"
727,England and Wales,2013-14,All recorded offences,n/a,n/a
E09000002,Barking and Dagenham,2014-15,All recorded offences,81.9,"16,235"
E09000003,Barnet,2014-15,All recorded offences,61.9,"23,192"
E09000004,Bexley,2014-15,All recorded offences,51.2,"12,280"
E09000005,Brent,2014-15,All recorded offences,78.3,"25,101"
E09000006,Bromley,2014-15,All recorded offences,63.6,"20,434"
E09000007,Camden,2014-15,All recorded offences,121,"28,428"
E09000008,Croydon,2014-15,All recorded offences,76.6,"28,804"
E09000009,Ealing,2014-15,All recorded offences,75.8,"25,941"
E09000010,Enfield,2014-15,All recorded offences,68.7,"22,308"
E09000011,Greenwich,2014-15,All recorded offences,78.2,"21,023"
E09000012,Hackney,2014-15,All recorded offences,97.7,"25,706"
E09000013,Hammersmith and Fulham,2014-15,All recorded offences,113.6,"20,259"
E09000014,Haringey,2014-15,All recorded offences,89,"23,824"
E09000015,Harrow,2014-15,All recorded offences,50.1,"12,316"
E09000016,Havering,2014-15,All recorded offences,62.4,"15,358"
E09000017,Hillingdon,2014-15,All recorded offences,75.2,"22,019"
E09000018,Hounslow,2014-15,All recorded offences,78.4,"20,825"
E09000019,Islington,2014-15,All recorded offences,118.6,"26,222"
E09000020,Kensington and Chelsea,2014-15,All recorded offences,120.6,"18,836"
E09000021,Kingston upon Thames,2014-15,All recorded offences,57.5,"9,774"
E09000022,Lambeth,2014-15,All recorded offences,103.8,"33,025"
E09000023,Lewisham,2014-15,All recorded offences,75.7,"22,109"
E09000024,Merton,2014-15,All recorded offences,59.8,"12,164"
E09000025,Newham,2014-15,All recorded offences,89.4,"28,986"
E09000026,Redbridge,2014-15,All recorded offences,68.7,"20,128"
E09000027,Richmond upon Thames,2014-15,All recorded offences,55.7,"10,788"
E09000028,Southwark,2014-15,All recorded offences,99.6,"30,130"
E09000029,Sutton,2014-15,All recorded offences,55.4,"10,974"
E09000030,Tower Hamlets,2014-15,All recorded offences,96.3,"27,348"
E09000031,Waltham Forest,2014-15,All recorded offences,77.5,"20,782"
E09000032,Wandsworth,2014-15,All recorded offences,72.3,"22,583"
E09000033,Westminster,2014-15,All recorded offences,206.9,"48,279"
#N/A,Heathrow,2014-15,All recorded offences,n/a,"3,128"
E13000001,Inner London,2014-15,All recorded offences,104.8,"355,735"
E13000002,Outer London,2014-15,All recorded offences,68.1,"350,446"
E12000007,Met Police Area,2014-15,All recorded offences,83.1,"709,309"
727,England and Wales,2014-15,All recorded offences,n/a,n/a
E09000002,Barking and Dagenham,2015-16,All recorded offences,86.5,"17,477"
E09000003,Barnet,2015-16,All recorded offences,65.8,"24,978"
E09000004,Bexley,2015-16,All recorded offences,52.2,"12,644"
E09000005,Brent,2015-16,All recorded offences,80.6,"26,128"
E09000006,Bromley,2015-16,All recorded offences,65.1,"21,137"
E09000007,Camden,2015-16,All recorded offences,125.2,"30,185"
E09000008,Croydon,2015-16,All recorded offences,76.4,"28,951"
E09000009,Ealing,2015-16,All recorded offences,78.8,"27,032"
E09000010,Enfield,2015-16,All recorded offences,69.9,"22,942"
E09000011,Greenwich,2015-16,All recorded offences,79.9,"21,950"
E09000012,Hackney,2015-16,All recorded offences,101.1,"27,209"
E09000013,Hammersmith and Fulham,2015-16,All recorded offences,114.3,"20,514"
E09000014,Haringey,2015-16,All recorded offences,95.4,"26,024"
E09000015,Harrow,2015-16,All recorded offences,53.3,"13,174"
E09000016,Havering,2015-16,All recorded offences,67.7,"16,851"
E09000017,Hillingdon,2015-16,All recorded offences,73.8,"21,972"
E09000018,Hounslow,2015-16,All recorded offences,81.6,"21,926"
E09000019,Islington,2015-16,All recorded offences,123.6,"28,144"
E09000020,Kensington and Chelsea,2015-16,All recorded offences,124.7,"19,663"
E09000021,Kingston upon Thames,2015-16,All recorded offences,58.5,"10,155"
E09000022,Lambeth,2015-16,All recorded offences,107.9,"34,998"
E09000023,Lewisham,2015-16,All recorded offences,83.1,"24,712"
E09000024,Merton,2015-16,All recorded offences,63.2,"12,933"
E09000025,Newham,2015-16,All recorded offences,90.4,"30,084"
E09000026,Redbridge,2015-16,All recorded offences,66.2,"19,637"
E09000027,Richmond upon Thames,2015-16,All recorded offences,55.1,"10,729"
E09000028,Southwark,2015-16,All recorded offences,101.7,"31,422"
E09000029,Sutton,2015-16,All recorded offences,54.7,"10,949"
E09000030,Tower Hamlets,2015-16,All recorded offences,97.4,"28,752"
E09000031,Waltham Forest,2015-16,All recorded offences,80.4,"21,799"
E09000032,Wandsworth,2015-16,All recorded offences,74.1,"23,292"
E09000033,Westminster,2015-16,All recorded offences,203.1,"49,204"
#N/A,Heathrow,2015-16,All recorded offences,n/a,"3,077"
E13000001,Inner London,2015-16,All recorded offences,107.8,"374,203"
E13000002,Outer London,2015-16,All recorded offences,69.9,"363,364"
E12000007,Met Police Area,2015-16,All recorded offences,85.4,"740,644"
727,England and Wales,2015-16,All recorded offences,n/a,n/a
E09000002,Barking and Dagenham,2016-17,All recorded offences,70.9,"14,638"
E09000003,Barnet,2016-17,All recorded offences,55.8,"21,549"
E09000004,Bexley,2016-17,All recorded offences,45.6,"11,163"
E09000005,Brent,2016-17,All recorded offences,70.8,"23,237"
E09000006,Bromley,2016-17,All recorded offences,52.7,"17,243"
E09000007,Camden,2016-17,All recorded offences,103.1,"25,390"
E09000008,Croydon,2016-17,All recorded offences,67.4,"25,777"
E09000009,Ealing,2016-17,All recorded offences,69,"23,684"
E09000010,Enfield,2016-17,All recorded offences,58.5,"19,401"
E09000011,Greenwich,2016-17,All recorded offences,71.6,"20,023"
E09000012,Hackney,2016-17,All recorded offences,91.2,"24,933"
E09000013,Hammersmith and Fulham,2016-17,All recorded offences,98.1,"17,629"
E09000014,Haringey,2016-17,All recorded offences,85.8,"23,894"
E09000015,Harrow,2016-17,All recorded offences,45.5,"11,309"
E09000016,Havering,2016-17,All recorded offences,58.1,"14,680"
E09000017,Hillingdon,2016-17,All recorded offences,63.5,"19,195"
E09000018,Hounslow,2016-17,All recorded offences,71.3,"19,339"
E09000019,Islington,2016-17,All recorded offences,99.9,"23,254"
E09000020,Kensington and Chelsea,2016-17,All recorded offences,109.8,"17,206"
E09000021,Kingston upon Thames,2016-17,All recorded offences,49.6,"8,739"
E09000022,Lambeth,2016-17,All recorded offences,90.8,"29,787"
E09000023,Lewisham,2016-17,All recorded offences,68.4,"20,654"
E09000024,Merton,2016-17,All recorded offences,53.5,"10,973"
E09000025,Newham,2016-17,All recorded offences,77.1,"26,306"
E09000026,Redbridge,2016-17,All recorded offences,56.7,"16,963"
E09000027,Richmond upon Thames,2016-17,All recorded offences,49.9,"9,780"
E09000028,Southwark,2016-17,All recorded offences,87.9,"27,529"
E09000029,Sutton,2016-17,All recorded offences,45,"9,102"
E09000030,Tower Hamlets,2016-17,All recorded offences,85.3,"26,005"
E09000031,Waltham Forest,2016-17,All recorded offences,64.9,"17,899"
E09000032,Wandsworth,2016-17,All recorded offences,65.8,"20,809"
E09000033,Westminster,2016-17,All recorded offences,171.3,"42,414"
#N/A,Heathrow,2016-17,All recorded offences,n/a,"2,795"
E13000001,Inner London,2016-17,All recorded offences,92.3,"325,810"
E13000002,Outer London,2016-17,All recorded offences,59.8,"314,694"
E12000007,Met Police Area,2016-17,All recorded offences,73.2,"643,299"
727,England and Wales,2016-17,All recorded offences,n/a,n/a
E09000002,Barking and Dagenham,1999-00,Violence Against the Person,19.8,"3,210"
E09000003,Barnet,1999-00,Violence Against the Person,13.5,"4,244"
E09000004,Bexley,1999-00,Violence Against the Person,14.5,"3,151"
E09000005,Brent,1999-00,Violence Against the Person,20.8,"5,407"
E09000006,Bromley,1999-00,Violence Against the Person,10.9,"3,224"
E09000007,Camden,1999-00,Violence Against the Person,28.1,"5,342"
E09000008,Croydon,1999-00,Violence Against the Person,17.7,"5,880"
E09000009,Ealing,1999-00,Violence Against the Person,22,"6,652"
E09000010,Enfield,1999-00,Violence Against the Person,14.8,"4,040"
E09000011,Greenwich,1999-00,Violence Against the Person,29.4,"6,234"
E09000012,Hackney,1999-00,Violence Against the Person,33.4,"6,655"
